sku,name,product_name
OPNBNTF0249,"DELL INSP-11 3158(CORE I3-6100U 2.30GHZ/4GB/500GB 11.6"")SILVER","DELL INSP-11 3158(CORE I3-6100U 2.30GHZ/4GB/500GB 11.6"")SILVER"
OPNBNTF0308,"DELL INSPIRON 5567(CORE I7 7500U 2.70GHZ/16GB/2TB/WINDOWS10/4GB/15.6"")","DELL INSPIRON 5567(CORE I7 7500U 2.70GHZ/16GB/2TB/WINDOWS10/4GB/15.6"")"
OPNBNTF0309,"I BALL COMPBOOK EXCELANCE(ATOM Z3735/2GB/32GB/10"")","I BALL COMPBOOK EXCELANCE(ATOM Z3735/2GB/32GB/10"")"
OPNBNTF0310,"HP NOTEBOOK 15 BE001TU(PENTIUM N3710 1.60GHZ/2GB/1TB/15.6"")","HP NOTEBOOK 15 BE001TU(PENTIUM N3710 1.60GHZ/2GB/1TB/15.6"")"
OPNBNTF0312,"DELL INSPIRON 15-3543(CORE I3 5005U 2.00GHZ/4GB/1TB/DVD/15.6"")","DELL INSPIRON 15-3543(CORE I3 5005U 2.00GHZ/4GB/1TB/DVD/15.6"")"
OPNBNTF0313,"DELL INSPIRON N5010(CORE I3 M370 2.40GHZ/2GB/320GB/15.6"")","DELL INSPIRON N5010(CORE I3 M370 2.40GHZ/2GB/320GB/15.6"")"
OPNBNTF0314,"HP NOTEBOOK 15-BE003TU(CORE I3 5005U 2.00GHZ/4GB/1TB/DVDRW/15.5"")","HP NOTEBOOK 15-BE003TU(CORE I3 5005U 2.00GHZ/4GB/1TB/DVDRW/15.5"")"
OPNBNTF0315,"DELL INSPIRON 15-3543(CORE I5 5200U 2.20GHZ/4GB/500GB/DVD/15.6"")","DELL INSPIRON 15-3543(CORE I5 5200U 2.20GHZ/4GB/500GB/DVD/15.6"")"
OPNBNTF0316,"DELL INSPIRON-11-3148(CORE I3 4030U 1.90GHZ/4GB/500GB/NO DVDRW/13"")","DELL INSPIRON-11-3148(CORE I3 4030U 1.90GHZ/4GB/500GB/NO DVDRW/13"")"
OPNBNTF0317,"HP 245 G5 NOTEBOOK(AMD A6 RADEON R4 2GHZ/4GB/500GB/DVD/14"")","HP 245 G5 NOTEBOOK(AMD A6 RADEON R4 2GHZ/4GB/500GB/DVD/14"")"
REFDE00363,"DELL INSPIRON 3541(AMD A6 6310 1.80GHZ/4GB/1TB/DVD/15.6"")","DELL INSPIRON 3541(AMD A6 6310 1.80GHZ/4GB/1TB/DVD/15.6"")"
OPNBNTF0059,"HP 15-AC168TU Laptop (Pentium 3825U/4GB/500GB/Integrated Graphics/Win 10/15.6"")","HP 15-AC168TU Laptop (Pentium 3825U/4GB/500GB/Integrated Graphics/Win 10/15.6"")"
OPNBNTF0036,"Lenovo Essential G505 (59-379534) Laptop (AMD A4-5000/4GB/1TB/1GB Graphics/Win 8/15.6"")","Lenovo Essential G505 (59-379534) Laptop (AMD A4-5000/4GB/1TB/1GB Graphics/Win 8/15.6"")"
OPNBNTF0131,"Dell Inspiron 15 3542 Laptop (4th Gen Core i5-4210U/4GB/1TB/1GB Graphics/Win 8/15.6"")","Dell Inspiron 15 3542 Laptop (4th Gen Core i5-4210U/4GB/1TB/1GB Graphics/Win 8/15.6"")"
OPNBNTF0087,"HP 11-K106TU Laptop (Core M3 6Y30/4GB/1TB/Intel HD Graphics/Win 10/11.6"" Touch)","HP 11-K106TU Laptop (Core M3 6Y30/4GB/1TB/Intel HD Graphics/Win 10/11.6"" Touch)"
OPNBNTF0103,"Dell Inspiron 15 5558 Laptop (5th Gen Core i3-5005U/4GB/1TB/2GB Graphics/Win 10/15.6"")","Dell Inspiron 15 5558 Laptop (5th Gen Core i3-5005U/4GB/1TB/2GB Graphics/Win 10/15.6"")"
OPNBNTF0068,"HP 15-AC045TU Laptop (5th Gen Core i5-5200U/4GB/1TB/Integrated Graphics/Dos/15.6"")","HP 15-AC045TU Laptop (5th Gen Core i5-5200U/4GB/1TB/Integrated Graphics/Dos/15.6"")"
OPNBNTF0304,DELL INSP 5559(CORE I5 6200U 2.30GHZ/8GB/1TB/15.6),DELL INSP 5559(CORE I5 6200U 2.30GHZ/8GB/1TB/15.6)
OPNBNTFB002,"Dell Insp 7537(Core i5 4100U 1.70GHz/6GB/1TB 15.6"")","Dell Insp 7537(Core i5 4100U 1.70GHz/6GB/1TB 15.6"")"
OPNBNTF0148,"Dell Inspiron 15 5548 Laptop (5th Gen Core i5-5200U/8Gb/1TB/2GB Graphics/Win 8/15.6"")","Dell Inspiron 15 5548 Laptop (5th Gen Core i5-5200U/8Gb/1TB/2GB Graphics/Win 8/15.6"")"
OPNBNTF0126,Dell Inspiron 15 7568 Laptop (6th Gen Core i5-6200U/8GB/500GB/Intel HD Graphics/Win 10/15.6 FHD Touch),Dell Inspiron 15 7568 Laptop (6th Gen Core i5-6200U/8GB/500GB/Intel HD Graphics/Win 10/15.6 FHD Touch)
OPNBNTF0236,"Dell Insp 7359(Core i5 6200U 2.30GHz/8GB/500GB 15.6"")","Dell Insp 7359(Core i5 6200U 2.30GHz/8GB/500GB 15.6"")"
OPNBNTF0109,"Dell XPS 13 9343 Laptop (5th Gen Core i7-5500U/8GB/256GB/Intel HD Graphics/Win 8/13.3"" FHD Touch)","Dell XPS 13 9343 Laptop (5th Gen Core i7-5500U/8GB/256GB/Intel HD Graphics/Win 8/13.3"" FHD Touch)"
OPNBNTF0318,"DELL INSPIRON 3558(CORE I3 -5005U 2.00GHZ/4GB/1TB/DVDRWRW/15.6"")","DELL INSPIRON 3558(CORE I3 -5005U 2.00GHZ/4GB/1TB/DVDRWRW/15.6"")"
OPNBNTF0319,"DELL VOSTRO 3458(CORE I3 4005U 1.70GHZ/4GB/500GB/DVDRWRW/14"")","DELL VOSTRO 3458(CORE I3 4005U 1.70GHZ/4GB/500GB/DVDRWRW/14"")"
OPNBNTF0320,"FUJITSU LIFEBOOK A514(CORE I3 40054 1.70GHZ/8GB/500GB/DVDRW/15.6"")","FUJITSU LIFEBOOK A514(CORE I3 40054 1.70GHZ/8GB/500GB/DVDRW/15.6"")"
OPNBNTF0321,"DELL INSPIRON 5459(CORE I5 6200 2.30GHZ/8GB RAM/1TB/DVDRW/15.6"")","DELL INSPIRON 5459(CORE I5 6200 2.30GHZ/8GB RAM/1TB/DVDRW/15.6"")"
OPNBNTF0235,"Dell Insp 7559(Core i5 6300HQ 2.30GHz/8GB/1TB 15.6"")","Dell Insp 7559(Core i5 6300HQ 2.30GHz/8GB/1TB 15.6"")"
OPNBNTF0021,"MICROMAX CANAVAS LAP BOOK(ATOM Z3735F 1.33GHZ/2GB/32GB/10"")","MICROMAX CANAVAS LAP BOOK(ATOM Z3735F 1.33GHZ/2GB/32GB/10"")"
OPNBNTF0025,"Lenovo Ideapad 300 80Q701L2IH Laptop (6th Gen Core i7-6500U/8GB/1TB/2GB Graphics/Dos/15.6"")","Lenovo Ideapad 300 80Q701L2IH Laptop (6th Gen Core i7-6500U/8GB/1TB/2GB Graphics/Dos/15.6"")"
OPNBNTF0028,"Lenovo G50-80 80E502Q8IH Laptop (5th Gen Core i3-5005U/4GB/1TB/Integrated Graphics.Dos/15.6"")","Lenovo G50-80 80E502Q8IH Laptop (5th Gen Core i3-5005U/4GB/1TB/Integrated Graphics.Dos/15.6"")"
OPNBNTF0060,"HP 15-AC150TX Laptop (5th Gen Core i3-5005U/4GB/1TB/2GB Graphics/Dos/15.6"")","HP 15-AC150TX Laptop (5th Gen Core i3-5005U/4GB/1TB/2GB Graphics/Dos/15.6"")"
OPNBNTF0100,"Dell Inspiron 15 3558 Laptop (5th Gen Core i5-5200U/4GB/1TB/2GB Graphics/Win 10/15.6"")","Dell Inspiron 15 3558 Laptop (5th Gen Core i5-5200U/4GB/1TB/2GB Graphics/Win 10/15.6"")"
OPNBNTF0128,"Dell Inspiron 15 5558 Laptop (4th Gen Core i3-4005U/4GB/500GB/2GB Graphics/Win 8/15.6"")","Dell Inspiron 15 5558 Laptop (4th Gen Core i3-4005U/4GB/500GB/2GB Graphics/Win 8/15.6"")"
OPNBNTF0143,"DELL INSPIRON 11 3148 LAPTOP (4TH GEN CORE I3-4030U/4GB/500GB/INTEL HD GRAPHICS/WIN8/11.0"" TOUCH)","DELL INSPIRON 11 3148 LAPTOP (4TH GEN CORE I3-4030U/4GB/500GB/INTEL HD GRAPHICS/WIN8/11.0"" TOUCH)"
OPNBNTF0161,"Dell Inspiron 15 7537 Laptop (4th Gen Core i5-4210U/6GB/1TB/2GB Graphics/Win 8/15.6"" Touch)","Dell Inspiron 15 7537 Laptop (4th Gen Core i5-4210U/6GB/1TB/2GB Graphics/Win 8/15.6"" Touch)"
OPNBNTF0225,"DELL INSPIRON 5558(CORE I5 5250U 1.60GHZ/8GB/1TB/DVD/15.6"")","DELL INSPIRON 5558(CORE I5 5250U 1.60GHZ/8GB/1TB/DVD/15.6"")"
QCNBAG00590,"HP PROBOOK 6470B(INTEL I3-3320M@2.60GHZ/4GB/320GB/14"")","HP PROBOOK 6470B(INTEL I3-3320M@2.60GHZ/4GB/320GB/14"")"
QCNBAG00592,"HP 2000-2D03TU(PENTIUM B960 2.20GHZ/4GB/500GB/15.6"")","HP 2000-2D03TU(PENTIUM B960 2.20GHZ/4GB/500GB/15.6"")"
QCNBAG00594,HP PROBOOK 4440S(CORE I5 2.50GHZ/6GB/500GB),HP PROBOOK 4440S(CORE I5 2.50GHZ/6GB/500GB)
QCNBAG00596,"LENOVO G570(CORE I3 2310M 2.10GHZ/3GB/640GB/15.6"")","LENOVO G570(CORE I3 2310M 2.10GHZ/3GB/640GB/15.6"")"
QCNBAG00599,"SONY  PCG-71211W(CORE I3 380M 2.53GHZ/3GB/320GB/15.6"")","SONY  PCG-71211W(CORE I3 380M 2.53GHZ/3GB/320GB/15.6"")"
QCNBAG00601,"DELL INSP N5050(PENTIUM B960 2.20GHZ/4GB/320GB/14"")","DELL INSP N5050(PENTIUM B960 2.20GHZ/4GB/320GB/14"")"
QCNBAG00605,"DELL INSP 3168(PENTIUM N3710 1.6GHZ/4GB/500GB/12.5"")","DELL INSP 3168(PENTIUM N3710 1.6GHZ/4GB/500GB/12.5"")"
QCNBAG00606,"DELL INSPIRON 15(PENTIUM 3700 1.60GHZ/4GB/500GB/15.6"")","DELL INSPIRON 15(PENTIUM 3700 1.60GHZ/4GB/500GB/15.6"")"
QCNBAG00607,"DELL INSP 3168(PENTIUM N3710 1.6GHZ/4GB/500GB/12.5"")","DELL INSP 3168(PENTIUM N3710 1.6GHZ/4GB/500GB/12.5"")"
QCNBAG00608,"DELL INSP 3552(CELERON M3050 1.60GHZ/4GB/500GB/15.6"")","DELL INSP 3552(CELERON M3050 1.60GHZ/4GB/500GB/15.6"")"
QCNBAG00610,"DELL INSP 4050(CORE I5 2450M 2.50GHZ/2GB/500GB/15.6"")","DELL INSP 4050(CORE I5 2450M 2.50GHZ/2GB/500GB/15.6"")"
QCNBAG00613,"DELL  INSP 3521(CORE I3 3217U 1.80GHZ/4GB/1TB /15.6"")","DELL  INSP 3521(CORE I3 3217U 1.80GHZ/4GB/1TB /15.6"")"
QCNBAG00614,"DELL INSP 11-3148(CORE I3 4030U 1.90GHZ/4GB/500GB/13"")","DELL INSP 11-3148(CORE I3 4030U 1.90GHZ/4GB/500GB/13"")"
QCNBAG00615,"HP DV6(CORE I5 2430 2.40GHZ/4GB/500GB/15.6"")","HP DV6(CORE I5 2430 2.40GHZ/4GB/500GB/15.6"")"
QCNBAG00616,"DELL LATITUDE E5420(CORE I5 2430M 2.40GHZ/2GB/250GB/14"")","DELL LATITUDE E5420(CORE I5 2430M 2.40GHZ/2GB/250GB/14"")"
QCNBB001259,"HP PROBOOK 4420S (CORE I3 M380 2.53GHZ/2GB/320GB 14"") CNF1096QY8","HP PROBOOK 4420S (CORE I3 M380 2.53GHZ/2GB/320GB 14"") CNF1096QY8"
QCNBB002300,"Dell Latitude D620(Core 2 Duo T5500 1.66GHz/1GB/40GB 14"")28S3P13","Dell Latitude D620(Core 2 Duo T5500 1.66GHz/1GB/40GB 14"")28S3P13"
QCNBA000521,"DELL INSPIRON N 4010(CORE I3 M3502.27GHZ/4GB/500GB/14"")","DELL INSPIRON N 4010(CORE I3 M3502.27GHZ/4GB/500GB/14"")"
QCNBAG00564,"HP PAVILLION G6(CORE I5 3210M 2.50GHZ/4GB/500GB/15.6"")","HP PAVILLION G6(CORE I5 3210M 2.50GHZ/4GB/500GB/15.6"")"
QCNBAG00566,"DELL INSP N5110(CORE I3 2330M 2.20GHZ/3GB/500GB/15.6"")","DELL INSP N5110(CORE I3 2330M 2.20GHZ/3GB/500GB/15.6"")"
QCNBAG00567,"DELL LATITUDE E6410(CORE I5 M560 2.67GHZ/4GB/320GB/14.1"")","DELL LATITUDE E6410(CORE I5 M560 2.67GHZ/4GB/320GB/14.1"")"
QCNBAG00569,"DELL INSP N5010(CORE I5 M450 2.40GHZ/2GB/320GB/15.6"")","DELL INSP N5010(CORE I5 M450 2.40GHZ/2GB/320GB/15.6"")"
QCNBAG00571,"DELL INSPIRON 15 (3558)(CORE I3 5005U 2.00GHZ/8GB/500GB/15.6"")","DELL INSPIRON 15 (3558)(CORE I3 5005U 2.00GHZ/8GB/500GB/15.6"")"
QCNBAG00572,"LENOVO G50-70(CORE I3 4030U 1.90GHZ/4GB/500GB/15.6"")","LENOVO G50-70(CORE I3 4030U 1.90GHZ/4GB/500GB/15.6"")"
QCNBAG00573,"HP 630(CORE I3 2330M 2.20GHZ/2GB/500GB/15.6"")","HP 630(CORE I3 2330M 2.20GHZ/2GB/500GB/15.6"")"
QCNBAG00574,"DELL INSP N5110(CORE I5 2410M 2.30GHZ/4GB/500GB/15"")","DELL INSP N5110(CORE I5 2410M 2.30GHZ/4GB/500GB/15"")"
QCNBAG00575,"DELL INSP 7520(CORE I7 3632QM 2.20GHZ/8GB/1TB/15.6"")","DELL INSP 7520(CORE I7 3632QM 2.20GHZ/8GB/1TB/15.6"")"
QCNBB000830,"DELL VOSTRO 3500 (CORE I5 M430 2.27GHZ/6GB/320GB/ 15.6"")","DELL VOSTRO 3500 (CORE I5 M430 2.27GHZ/6GB/320GB/ 15.6"")"
