sku,image,small_image,thumbnail
SYGNBQB0456,+/Lenovo.jpg,+/Lenovo.jpg,+/Lenovo.jpg
SYGNBQB0457,+/Lenovo.jpg,+/Lenovo.jpg,+/Lenovo.jpg
SYGNBQB0458,+/Lenovo.jpg,+/Lenovo.jpg,+/Lenovo.jpg
SYGNBQB0459,+/Lenovo.jpg,+/Lenovo.jpg,+/Lenovo.jpg
SYGNBQB0460,+/Lenovo.jpg,+/Lenovo.jpg,+/Lenovo.jpg
SYGNBQB0461,+/Lenovo.jpg,+/Lenovo.jpg,+/Lenovo.jpg
SYGNBQB0462,+/Lenovo.jpg,+/Lenovo.jpg,+/Lenovo.jpg
SYGNBQB0463,+/Lenovo.jpg,+/Lenovo.jpg,+/Lenovo.jpg
SYGNBQB0464,+/Lenovo.jpg,+/Lenovo.jpg,+/Lenovo.jpg
SYGNBQB0465,+/Lenovo.jpg,+/Lenovo.jpg,+/Lenovo.jpg
SYGNBQB0466,+/Lenovo.jpg,+/Lenovo.jpg,+/Lenovo.jpg
SYGNBQB0467,+/Lenovo.jpg,+/Lenovo.jpg,+/Lenovo.jpg
SYGNBQB0468,+/Lenovo.jpg,+/Lenovo.jpg,+/Lenovo.jpg
SYGNBQB0469,+/Lenovo.jpg,+/Lenovo.jpg,+/Lenovo.jpg
SYGNBQB0470,+/Lenovo.jpg,+/Lenovo.jpg,+/Lenovo.jpg
SYGNBQB0471,+/Lenovo.jpg,+/Lenovo.jpg,+/Lenovo.jpg
SYGNBQB0472,+/Lenovo.jpg,+/Lenovo.jpg,+/Lenovo.jpg
SYGNBQB0473,+/Lenovo.jpg,+/Lenovo.jpg,+/Lenovo.jpg
SYGNBQB0474,+/Lenovo.jpg,+/Lenovo.jpg,+/Lenovo.jpg
SYGNBQB0475,+/Lenovo.jpg,+/Lenovo.jpg,+/Lenovo.jpg
SYGNBQB0476,+/Lenovo.jpg,+/Lenovo.jpg,+/Lenovo.jpg
SYGNBQB0477,+/Lenovo.jpg,+/Lenovo.jpg,+/Lenovo.jpg
SYGNBQB0478,+/Lenovo.jpg,+/Lenovo.jpg,+/Lenovo.jpg
SYGNBQB0484,+/Lenovo.jpg,+/Lenovo.jpg,+/Lenovo.jpg
SYGNBQB0485,+/Lenovo.jpg,+/Lenovo.jpg,+/Lenovo.jpg
QCNBB001956,+/Lenovo.jpg,+/Lenovo.jpg,+/Lenovo.jpg
SYGNBQB0497,+/Lenovo.jpg,+/Lenovo.jpg,+/Lenovo.jpg
QCNBB001950,+/Lenovo.jpg,+/Lenovo.jpg,+/Lenovo.jpg
SYGNBAS0351,+/Lenovo.jpg,+/Lenovo.jpg,+/Lenovo.jpg
SYGNBAS0359,+/Lenovo.jpg,+/Lenovo.jpg,+/Lenovo.jpg
SYGNBAS0401,+/Lenovo.jpg,+/Lenovo.jpg,+/Lenovo.jpg
QCNBA000094,+/Lenovo.jpg,+/Lenovo.jpg,+/Lenovo.jpg
QCNBA000101,+/Lenovo.jpg,+/Lenovo.jpg,+/Lenovo.jpg
QCNBA000107,+/Lenovo.jpg,+/Lenovo.jpg,+/Lenovo.jpg
QCNBA000137,+/Lenovo.jpg,+/Lenovo.jpg,+/Lenovo.jpg
QCNBA000157,+/Lenovo.jpg,+/Lenovo.jpg,+/Lenovo.jpg
QCNBA000173,+/Lenovo.jpg,+/Lenovo.jpg,+/Lenovo.jpg
QCNBA000204,+/Lenovo.jpg,+/Lenovo.jpg,+/Lenovo.jpg
SYGNBQB0506,+/Lenovo.jpg,+/Lenovo.jpg,+/Lenovo.jpg
SYGNBQB0509,+/Lenovo.jpg,+/Lenovo.jpg,+/Lenovo.jpg
QCNBB001968,+/Lenovo.jpg,+/Lenovo.jpg,+/Lenovo.jpg
