sku,image,small_image,thumbnail,gallery,,,,
OPMBNTFB0567,+/moto-xt-1092-Black.jpg,+/moto-xt-1092-Black.jpg,+/moto-xt-1092-Black.jpg,/moto-xt-1092-Black-right.jpg;/moto-xt-1092-Black-left.jpg,,,,
OPMBNTFB0572,+/oneplus-x.jpg,+/oneplus-x.jpg,+/oneplus-x.jpg,/oneplus-x-right.jpg;/oneplus-x-left.jpg,,,,
OPMBNTFB0583,+/Yuphoria-YU5010A-White-Champ.jpg,+/Yuphoria-YU5010A-White-Champ.jpg,+/Yuphoria-YU5010A-White-Champ.jpg,/Yuphoria-YU5010A-White-Champ-right.jpg;/Yuphoria-YU5010A-White-Champ-left.jpg,,,,
OPMBNTFB0641,+/OnePlus-3T-Gunmetal.jpg,+/OnePlus-3T-Gunmetal.jpg,+/OnePlus-3T-Gunmetal.jpg,/OnePlus-3T-Gunmetal-right.jpg;/OnePlus-3T-Gunmetal-left.jpg,,,,
OPMBNTFB0669,+/Samsung-Galaxy-Note-4-bronze-gold.jpg,+/Samsung-Galaxy-Note-4-bronze-gold.jpg,+/Samsung-Galaxy-Note-4-bronze-gold.jpg,/Samsung-Galaxy-Note-4-bronze-gold-right.jpg;/Samsung-Galaxy-Note-4-bronze-gold-left.jpg,,,,
OPMBNTFB0417,+/Lava-A79-Black.jpg,+/Lava-A79-Black.jpg,+/Lava-A79-Black.jpg,/Lava-A79-Black-right.jpg;/Lava-A79-Black-left.jpg,,,,
OPMBNTFB0780,+/Motorola-X-2nd-Generation-XT1092-Black.jpg,+/Motorola-X-2nd-Generation-XT1092-Black.jpg,+/Motorola-X-2nd-Generation-XT1092-Black.jpg,/Motorola-X-2nd-Generation-XT1092-Black-right.jpg;/Motorola-X-2nd-Generation-XT1092-Black-left.jpg,,,,
OPMBNTFB0095,+/Apple-iPhone-6S-Space-Grey.jpg,+/Apple-iPhone-6S-Space-Grey.jpg,+/Apple-iPhone-6S-Space-Grey.jpg,/Apple-iPhone-6S-Space-Grey-right.jpg;/Apple-iPhone-6S-Space-Grey-left.jpg,,,,
OPMBNTFB0574,+/Samsung-Galaxy-J1-Ace-White.jpg,+/Samsung-Galaxy-J1-Ace-White.jpg,+/Samsung-Galaxy-J1-Ace-White.jpg,/Samsung-Galaxy-J1-Ace-White-right.jpg;/Samsung-Galaxy-J1-Ace-White-left.jpg,,,,
OPMBNTFB0722,+/Lenovo-VIBE-P1m-Black.jpg,+/Lenovo-VIBE-P1m-Black.jpg,+/Lenovo-VIBE-P1m-Black.jpg,/Lenovo-VIBE-P1m-Black-right.jpg;/Lenovo-VIBE-P1m-Black-left.jpg,,,,
OPMBNTFB0123,+/Honor-Y541-U02-Black.jpg,+/Honor-Y541-U02-Black.jpg,+/Honor-Y541-U02-Black.jpg,/Honor-Y541-U02-Black-right.jpg;/Honor-Y541-U02-Black-left.jpg,,,,
OPMBNTFB0511,+/Samsung-Galaxy-S4-Black.jpg,+/Samsung-Galaxy-S4-Black.jpg,+/Samsung-Galaxy-S4-Black.jpg,/Samsung-Galaxy-S4-Black-right.jpg;/Samsung-Galaxy-S4-Black-left.jpg,,,,
OPMBNTFB0512,+/Samsung-Galaxy-S5-Blue.jpg,+/Samsung-Galaxy-S5-Blue.jpg,+/Samsung-Galaxy-S5-Blue.jpg,/Samsung-Galaxy-S5-Blue-right.jpg;/Samsung-Galaxy-S5-Blue-left.jpg,,,,
OPMBNTFB0512,+/Samsung-Galaxy-S5-Blue.jpg,+/Samsung-Galaxy-S5-Blue.jpg,+/Samsung-Galaxy-S5-Blue.jpg,/Samsung-Galaxy-S5-Blue-right.jpg;/Samsung-Galaxy-S5-Blue-left.jpg,,,,
OPMBNTFB0049,+/Redmi-Note-4-Black.jpg,+/Redmi-Note-4-Black.jpg,+/Redmi-Note-4-Black.jpg,/Redmi-Note-4-Black-right.jpg;/Redmi-Note-4-Black-left.jpg,,,,
OPMBNTFB0661,+/Redmi-Note-4-Black.jpg,+/Redmi-Note-4-Black.jpg,+/Redmi-Note-4-Black.jpg,/Redmi-Note-4-Black-right.jpg;/Redmi-Note-4-Black-left.jpg,,,,
OPMBNTFB0430,+/Lenovo-A7700-Black.jpg,+/Lenovo-A7700-Black.jpg,+/Lenovo-A7700-Black.jpg,/Lenovo-A7700-Black-right.jpg;/Lenovo-A7700-Black-left.jpg,,,,
OPMBNTFB0662,+/Redmi-Note-4-3GB-Dark-Grey.jpg,+/Redmi-Note-4-3GB-Dark-Grey.jpg,+/Redmi-Note-4-3GB-Dark-Grey.jpg,/Redmi-Note-4-3GB-Dark-Grey-right.jpg;/Redmi-Note-4-3GB-Dark-Grey-left.jpg,,,,
OPMBNTFB0062,+/Lenovo-Vibe-K5-Note-Silver.jpg,+/Lenovo-Vibe-K5-Note-Silver.jpg,+/Lenovo-Vibe-K5-Note-Silver.jpg,/Lenovo-Vibe-K5-Note-Silver-right.jpg;/Lenovo-Vibe-K5-Note-Silver-left.jpg,,,,
OPMBNTFB0005,+/Samsung-Galaxy-On7-Gold.jpg,+/Samsung-Galaxy-On7-Gold.jpg,+/Samsung-Galaxy-On7-Gold.jpg,/Samsung-Galaxy-On7-Gold-right.jpg;/Samsung-Galaxy-On7-Gold-left.jpg,,,,
OPMBNTFB0033,+/Redmi-Note-4-Black.jpg,+/Redmi-Note-4-Black.jpg,+/Redmi-Note-4-Black.jpg,/Redmi-Note-4-Black-right.jpg;/Redmi-Note-4-Black-left.jpg,,,,
OPMBNTFB0079,+/Redmi-Note-4-Gold.jpg,+/Redmi-Note-4-Gold.jpg,+/Redmi-Note-4-Gold.jpg,/Redmi-Note-4-Gold-right.jpg;/Redmi-Note-4-Gold-left.jpg,,,,
